t, c	M(t), נאה	E(t), נאה	Theta(t), נאה	Vp, (ךל/ס)	Vr, (ךל/c)	V, (ךלc)	r (ךל)
4219	4.76126	4.76074	4.76023	7.66233	-0.00394533	7.66233	6789.33
4220	4.76239	4.76187	4.76136	7.66233	-0.00394511	7.66233	6789.33
4221	4.76352	4.763	4.76249	7.66234	-0.00394489	7.66234	6789.32
4222	4.76464	4.76413	4.76361	7.66234	-0.00394467	7.66234	6789.32
4223	4.76577	4.76526	4.76474	7.66235	-0.00394444	7.66235	6789.32
4224	4.7669	4.76639	4.76587	7.66235	-0.0039442	7.66235	6789.31
4225	4.76803	4.76751	4.767	7.66235	-0.00394396	7.66236	6789.31
4226	4.76916	4.76864	4.76813	7.66236	-0.00394371	7.66236	6789.3
4227	4.77029	4.76977	4.76926	7.66236	-0.00394346	7.66236	6789.3
4228	4.77141	4.7709	4.77039	7.66237	-0.00394321	7.66237	6789.3
4229	4.77254	4.77203	4.77151	7.66237	-0.00394295	7.66237	6789.29
4230	4.77367	4.77316	4.77264	7.66238	-0.00394268	7.66238	6789.29
4231	4.7748	4.77429	4.77377	7.66238	-0.00394241	7.66238	6789.28
4232	4.77593	4.77541	4.7749	7.66239	-0.00394213	7.66239	6789.28
4233	4.77706	4.77654	4.77603	7.66239	-0.00394185	7.66239	6789.28
4234	4.77819	4.77767	4.77716	7.6624	-0.00394157	7.6624	6789.27
4235	4.77931	4.7788	4.77829	7.6624	-0.00394127	7.6624	6789.27
4236	4.78044	4.77993	4.77941	7.6624	-0.00394098	7.6624	6789.26
4237	4.78157	4.78106	4.78054	7.66241	-0.00394068	7.66241	6789.26
4238	4.7827	4.78219	4.78167	7.66241	-0.00394037	7.66241	6789.26
4239	4.78383	4.78331	4.7828	7.66242	-0.00394006	7.66242	6789.25
4240	4.78496	4.78444	4.78393	7.66242	-0.00393974	7.66242	6789.25
4241	4.78609	4.78557	4.78506	7.66243	-0.00393942	7.66243	6789.24
4242	4.78721	4.7867	4.78619	7.66243	-0.0039391	7.66243	6789.24
4243	4.78834	4.78783	4.78731	7.66244	-0.00393877	7.66244	6789.24
4244	4.78947	4.78896	4.78844	7.66244	-0.00393843	7.66244	6789.23
4245	4.7906	4.79009	4.78957	7.66244	-0.00393809	7.66244	6789.23
4246	4.79173	4.79121	4.7907	7.66245	-0.00393774	7.66245	6789.22
4247	4.79286	4.79234	4.79183	7.66245	-0.00393739	7.66245	6789.22
4248	4.79399	4.79347	4.79296	7.66246	-0.00393703	7.66246	6789.22
4249	4.79511	4.7946	4.79409	7.66246	-0.00393667	7.66246	6789.21
4250	4.79624	4.79573	4.79522	7.66247	-0.00393631	7.66247	6789.21
4251	4.79737	4.79686	4.79634	7.66247	-0.00393594	7.66247	6789.2
4252	4.7985	4.79799	4.79747	7.66248	-0.00393556	7.66248	6789.2
4253	4.79963	4.79911	4.7986	7.66248	-0.00393518	7.66248	6789.2
4254	4.80076	4.80024	4.79973	7.66248	-0.00393479	7.66248	6789.19
4255	4.80189	4.80137	4.80086	7.66249	-0.0039344	7.66249	6789.19
4256	4.80301	4.8025	4.80199	7.66249	-0.003934	7.66249	6789.19
4257	4.80414	4.80363	4.80312	7.6625	-0.0039336	7.6625	6789.18
4258	4.80527	4.80476	4.80424	7.6625	-0.0039332	7.6625	6789.18
4259	4.8064	4.80589	4.80537	7.66251	-0.00393278	7.66251	6789.17
4260	4.80753	4.80701	4.8065	7.66251	-0.00393237	7.66251	6789.17
4261	4.80866	4.80814	4.80763	7.66252	-0.00393195	7.66252	6789.17
4262	4.80978	4.80927	4.80876	7.66252	-0.00393152	7.66252	6789.16
4263	4.81091	4.8104	4.80989	7.66252	-0.00393109	7.66252	6789.16
4264	4.81204	4.81153	4.81102	7.66253	-0.00393065	7.66253	6789.15
4265	4.81317	4.81266	4.81214	7.66253	-0.00393021	7.66253	6789.15
4266	4.8143	4.81379	4.81327	7.66254	-0.00392976	7.66254	6789.15
4267	4.81543	4.81491	4.8144	7.66254	-0.00392931	7.66254	6789.14
4268	4.81656	4.81604	4.81553	7.66255	-0.00392886	7.66255	6789.14
4269	4.81768	4.81717	4.81666	7.66255	-0.00392839	7.66255	6789.13
4270	4.81881	4.8183	4.81779	7.66255	-0.00392793	7.66256	6789.13
4271	4.81994	4.81943	4.81892	7.66256	-0.00392746	7.66256	6789.13
4272	4.82107	4.82056	4.82005	7.66256	-0.00392698	7.66256	6789.12
4273	4.8222	4.82169	4.82117	7.66257	-0.0039265	7.66257	6789.12
4274	4.82333	4.82281	4.8223	7.66257	-0.00392601	7.66257	6789.11
4275	4.82446	4.82394	4.82343	7.66258	-0.00392552	7.66258	6789.11
4276	4.82558	4.82507	4.82456	7.66258	-0.00392502	7.66258	6789.11
4277	4.82671	4.8262	4.82569	7.66259	-0.00392452	7.66259	6789.1
4278	4.82784	4.82733	4.82682	7.66259	-0.00392402	7.66259	6789.1
4279	4.82897	4.82846	4.82795	7.66259	-0.0039235	7.6626	6789.09
4280	4.8301	4.82959	4.82907	7.6626	-0.00392299	7.6626	6789.09
4281	4.83123	4.83071	4.8302	7.6626	-0.00392247	7.6626	6789.09
4282	4.83236	4.83184	4.83133	7.66261	-0.00392194	7.66261	6789.08
4283	4.83348	4.83297	4.83246	7.66261	-0.00392141	7.66261	6789.08
4284	4.83461	4.8341	4.83359	7.66262	-0.00392087	7.66262	6789.08
4285	4.83574	4.83523	4.83472	7.66262	-0.00392033	7.66262	6789.07
4286	4.83687	4.83636	4.83585	7.66263	-0.00391978	7.66263	6789.07
4287	4.838	4.83749	4.83698	7.66263	-0.00391923	7.66263	6789.06
4288	4.83913	4.83862	4.8381	7.66263	-0.00391868	7.66264	6789.06
4289	4.84026	4.83974	4.83923	7.66264	-0.00391811	7.66264	6789.06
4290	4.84138	4.84087	4.84036	7.66264	-0.00391755	7.66264	6789.05
4291	4.84251	4.842	4.84149	7.66265	-0.00391698	7.66265	6789.05
4292	4.84364	4.84313	4.84262	7.66265	-0.0039164	7.66265	6789.04
4293	4.84477	4.84426	4.84375	7.66266	-0.00391582	7.66266	6789.04
4294	4.8459	4.84539	4.84488	7.66266	-0.00391523	7.66266	6789.04
4295	4.84703	4.84652	4.846	7.66267	-0.00391464	7.66267	6789.03
4296	4.84815	4.84764	4.84713	7.66267	-0.00391404	7.66267	6789.03
4297	4.84928	4.84877	4.84826	7.66267	-0.00391344	7.66268	6789.02
4298	4.85041	4.8499	4.84939	7.66268	-0.00391284	7.66268	6789.02
4299	4.85154	4.85103	4.85052	7.66268	-0.00391223	7.66268	6789.02
4300	4.85267	4.85216	4.85165	7.66269	-0.00391161	7.66269	6789.01
4301	4.8538	4.85329	4.85278	7.66269	-0.00391099	7.66269	6789.01
4302	4.85493	4.85442	4.85391	7.6627	-0.00391036	7.6627	6789
4303	4.85605	4.85554	4.85503	7.6627	-0.00390973	7.6627	6789
4304	4.85718	4.85667	4.85616	7.66271	-0.00390909	7.66271	6789
4305	4.85831	4.8578	4.85729	7.66271	-0.00390845	7.66271	6788.99
4306	4.85944	4.85893	4.85842	7.66271	-0.00390781	7.66272	6788.99
4307	4.86057	4.86006	4.85955	7.66272	-0.00390716	7.66272	6788.99
4308	4.8617	4.86119	4.86068	7.66272	-0.0039065	7.66272	6788.98
4309	4.86283	4.86232	4.86181	7.66273	-0.00390584	7.66273	6788.98
4310	4.86395	4.86344	4.86293	7.66273	-0.00390517	7.66273	6788.97
4311	4.86508	4.86457	4.86406	7.66274	-0.0039045	7.66274	6788.97
4312	4.86621	4.8657	4.86519	7.66274	-0.00390382	7.66274	6788.97
4313	4.86734	4.86683	4.86632	7.66275	-0.00390314	7.66275	6788.96
4314	4.86847	4.86796	4.86745	7.66275	-0.00390246	7.66275	6788.96
4315	4.8696	4.86909	4.86858	7.66275	-0.00390177	7.66275	6788.95
4316	4.87073	4.87022	4.86971	7.66276	-0.00390107	7.66276	6788.95
4317	4.87185	4.87134	4.87084	7.66276	-0.00390037	7.66276	6788.95
4318	4.87298	4.87247	4.87196	7.66277	-0.00389966	7.66277	6788.94
4319	4.87411	4.8736	4.87309	7.66277	-0.00389895	7.66277	6788.94
4320	4.87524	4.87473	4.87422	7.66278	-0.00389824	7.66278	6788.93
4321	4.87637	4.87586	4.87535	7.66278	-0.00389752	7.66278	6788.93
4322	4.8775	4.87699	4.87648	7.66278	-0.00389679	7.66279	6788.93
4323	4.87862	4.87812	4.87761	7.66279	-0.00389606	7.66279	6788.92
4324	4.87975	4.87925	4.87874	7.66279	-0.00389532	7.66279	6788.92
4325	4.88088	4.88037	4.87987	7.6628	-0.00389458	7.6628	6788.91
4326	4.88201	4.8815	4.88099	7.6628	-0.00389384	7.6628	6788.91
4327	4.88314	4.88263	4.88212	7.66281	-0.00389309	7.66281	6788.91
4328	4.88427	4.88376	4.88325	7.66281	-0.00389233	7.66281	6788.9
4329	4.8854	4.88489	4.88438	7.66282	-0.00389157	7.66282	6788.9
4330	4.88652	4.88602	4.88551	7.66282	-0.00389081	7.66282	6788.9
4331	4.88765	4.88715	4.88664	7.66282	-0.00389003	7.66283	6788.89
4332	4.88878	4.88827	4.88777	7.66283	-0.00388926	7.66283	6788.89
4333	4.88991	4.8894	4.8889	7.66283	-0.00388848	7.66283	6788.88
4334	4.89104	4.89053	4.89002	7.66284	-0.00388769	7.66284	6788.88
4335	4.89217	4.89166	4.89115	7.66284	-0.0038869	7.66284	6788.88
4336	4.8933	4.89279	4.89228	7.66285	-0.00388611	7.66285	6788.87
4337	4.89442	4.89392	4.89341	7.66285	-0.00388531	7.66285	6788.87
4338	4.89555	4.89505	4.89454	7.66285	-0.0038845	7.66286	6788.86
4339	4.89668	4.89617	4.89567	7.66286	-0.00388369	7.66286	6788.86
4340	4.89781	4.8973	4.8968	7.66286	-0.00388288	7.66286	6788.86
4341	4.89894	4.89843	4.89793	7.66287	-0.00388206	7.66287	6788.85
4342	4.90007	4.89956	4.89905	7.66287	-0.00388123	7.66287	6788.85
4343	4.9012	4.90069	4.90018	7.66288	-0.0038804	7.66288	6788.84
4344	4.90232	4.90182	4.90131	7.66288	-0.00387957	7.66288	6788.84
4345	4.90345	4.90295	4.90244	7.66289	-0.00387873	7.66289	6788.84
4346	4.90458	4.90408	4.90357	7.66289	-0.00387788	7.66289	6788.83
4347	4.90571	4.9052	4.9047	7.66289	-0.00387703	7.6629	6788.83
4348	4.90684	4.90633	4.90583	7.6629	-0.00387618	7.6629	6788.83
4349	4.90797	4.90746	4.90696	7.6629	-0.00387532	7.6629	6788.82
4350	4.9091	4.90859	4.90808	7.66291	-0.00387446	7.66291	6788.82
4351	4.91022	4.90972	4.90921	7.66291	-0.00387359	7.66291	6788.81
4352	4.91135	4.91085	4.91034	7.66292	-0.00387271	7.66292	6788.81
4353	4.91248	4.91198	4.91147	7.66292	-0.00387183	7.66292	6788.81
4354	4.91361	4.9131	4.9126	7.66292	-0.00387095	7.66293	6788.8
4355	4.91474	4.91423	4.91373	7.66293	-0.00387006	7.66293	6788.8
4356	4.91587	4.91536	4.91486	7.66293	-0.00386917	7.66293	6788.79
4357	4.91699	4.91649	4.91599	7.66294	-0.00386827	7.66294	6788.79
4358	4.91812	4.91762	4.91711	7.66294	-0.00386736	7.66294	6788.79
4359	4.91925	4.91875	4.91824	7.66295	-0.00386645	7.66295	6788.78
4360	4.92038	4.91988	4.91937	7.66295	-0.00386554	7.66295	6788.78
4361	4.92151	4.921	4.9205	7.66296	-0.00386462	7.66296	6788.78
4362	4.92264	4.92213	4.92163	7.66296	-0.0038637	7.66296	6788.77
4363	4.92377	4.92326	4.92276	7.66296	-0.00386277	7.66297	6788.77
4364	4.92489	4.92439	4.92389	7.66297	-0.00386184	7.66297	6788.76
4365	4.92602	4.92552	4.92502	7.66297	-0.0038609	7.66297	6788.76
4366	4.92715	4.92665	4.92614	7.66298	-0.00385995	7.66298	6788.76
4367	4.92828	4.92778	4.92727	7.66298	-0.00385901	7.66298	6788.75
4368	4.92941	4.92891	4.9284	7.66299	-0.00385805	7.66299	6788.75
4369	4.93054	4.93003	4.92953	7.66299	-0.00385709	7.66299	6788.74
4370	4.93167	4.93116	4.93066	7.66299	-0.00385613	7.663	6788.74
4371	4.93279	4.93229	4.93179	7.663	-0.00385516	7.663	6788.74
4372	4.93392	4.93342	4.93292	7.663	-0.00385419	7.663	6788.73
4373	4.93505	4.93455	4.93405	7.66301	-0.00385321	7.66301	6788.73
4374	4.93618	4.93568	4.93517	7.66301	-0.00385223	7.66301	6788.72
4375	4.93731	4.93681	4.9363	7.66302	-0.00385124	7.66302	6788.72
4376	4.93844	4.93793	4.93743	7.66302	-0.00385025	7.66302	6788.72
4377	4.93957	4.93906	4.93856	7.66303	-0.00384925	7.66303	6788.71
4378	4.94069	4.94019	4.93969	7.66303	-0.00384825	7.66303	6788.71
4379	4.94182	4.94132	4.94082	7.66303	-0.00384724	7.66303	6788.71
4380	4.94295	4.94245	4.94195	7.66304	-0.00384623	7.66304	6788.7
4381	4.94408	4.94358	4.94308	7.66304	-0.00384521	7.66304	6788.7
4382	4.94521	4.94471	4.9442	7.66305	-0.00384419	7.66305	6788.69
4383	4.94634	4.94584	4.94533	7.66305	-0.00384317	7.66305	6788.69
4384	4.94747	4.94696	4.94646	7.66306	-0.00384213	7.66306	6788.69
4385	4.94859	4.94809	4.94759	7.66306	-0.0038411	7.66306	6788.68
4386	4.94972	4.94922	4.94872	7.66306	-0.00384006	7.66307	6788.68
4387	4.95085	4.95035	4.94985	7.66307	-0.00383901	7.66307	6788.67
4388	4.95198	4.95148	4.95098	7.66307	-0.00383796	7.66307	6788.67
4389	4.95311	4.95261	4.95211	7.66308	-0.0038369	7.66308	6788.67
4390	4.95424	4.95374	4.95324	7.66308	-0.00383584	7.66308	6788.66
4391	4.95536	4.95486	4.95436	7.66309	-0.00383477	7.66309	6788.66
4392	4.95649	4.95599	4.95549	7.66309	-0.0038337	7.66309	6788.66
4393	4.95762	4.95712	4.95662	7.66309	-0.00383263	7.6631	6788.65
4394	4.95875	4.95825	4.95775	7.6631	-0.00383155	7.6631	6788.65
4395	4.95988	4.95938	4.95888	7.6631	-0.00383046	7.6631	6788.64
4396	4.96101	4.96051	4.96001	7.66311	-0.00382937	7.66311	6788.64
4397	4.96214	4.96164	4.96114	7.66311	-0.00382828	7.66311	6788.64
4398	4.96326	4.96277	4.96227	7.66312	-0.00382718	7.66312	6788.63
4399	4.96439	4.96389	4.96339	7.66312	-0.00382607	7.66312	6788.63
4400	4.96552	4.96502	4.96452	7.66312	-0.00382496	7.66313	6788.63
4401	4.96665	4.96615	4.96565	7.66313	-0.00382385	7.66313	6788.62
4402	4.96778	4.96728	4.96678	7.66313	-0.00382273	7.66313	6788.62
4403	4.96891	4.96841	4.96791	7.66314	-0.0038216	7.66314	6788.61
4404	4.97004	4.96954	4.96904	7.66314	-0.00382047	7.66314	6788.61
4405	4.97116	4.97067	4.97017	7.66315	-0.00381934	7.66315	6788.61
4406	4.97229	4.97179	4.9713	7.66315	-0.0038182	7.66315	6788.6
4407	4.97342	4.97292	4.97243	7.66315	-0.00381706	7.66316	6788.6
4408	4.97455	4.97405	4.97355	7.66316	-0.00381591	7.66316	6788.59
4409	4.97568	4.97518	4.97468	7.66316	-0.00381475	7.66316	6788.59
4410	4.97681	4.97631	4.97581	7.66317	-0.0038136	7.66317	6788.59
4411	4.97794	4.97744	4.97694	7.66317	-0.00381243	7.66317	6788.58
4412	4.97906	4.97857	4.97807	7.66318	-0.00381126	7.66318	6788.58
4413	4.98019	4.9797	4.9792	7.66318	-0.00381009	7.66318	6788.58
4414	4.98132	4.98082	4.98033	7.66319	-0.00380891	7.66319	6788.57
4415	4.98245	4.98195	4.98146	7.66319	-0.00380773	7.66319	6788.57
4416	4.98358	4.98308	4.98258	7.66319	-0.00380654	7.66319	6788.56
4417	4.98471	4.98421	4.98371	7.6632	-0.00380535	7.6632	6788.56
4418	4.98584	4.98534	4.98484	7.6632	-0.00380415	7.6632	6788.56
4419	4.98696	4.98647	4.98597	7.66321	-0.00380295	7.66321	6788.55
4420	4.98809	4.9876	4.9871	7.66321	-0.00380174	7.66321	6788.55
4421	4.98922	4.98872	4.98823	7.66322	-0.00380053	7.66322	6788.55
4422	4.99035	4.98985	4.98936	7.66322	-0.00379931	7.66322	6788.54
4423	4.99148	4.99098	4.99049	7.66322	-0.00379809	7.66322	6788.54
4424	4.99261	4.99211	4.99162	7.66323	-0.00379687	7.66323	6788.53
4425	4.99373	4.99324	4.99274	7.66323	-0.00379563	7.66323	6788.53
4426	4.99486	4.99437	4.99387	7.66324	-0.0037944	7.66324	6788.53
4427	4.99599	4.9955	4.995	7.66324	-0.00379316	7.66324	6788.52
4428	4.99712	4.99663	4.99613	7.66325	-0.00379191	7.66325	6788.52
4429	4.99825	4.99775	4.99726	7.66325	-0.00379066	7.66325	6788.51
4430	4.99938	4.99888	4.99839	7.66325	-0.00378941	7.66325	6788.51
4431	5.00051	5.00001	4.99952	7.66326	-0.00378814	7.66326	6788.51
4432	5.00163	5.00114	5.00065	7.66326	-0.00378688	7.66326	6788.5
4433	5.00276	5.00227	5.00177	7.66327	-0.00378561	7.66327	6788.5
4434	5.00389	5.0034	5.0029	7.66327	-0.00378433	7.66327	6788.5
4435	5.00502	5.00453	5.00403	7.66328	-0.00378306	7.66328	6788.49
4436	5.00615	5.00566	5.00516	7.66328	-0.00378177	7.66328	6788.49
4437	5.00728	5.00678	5.00629	7.66328	-0.00378048	7.66328	6788.48
4438	5.00841	5.00791	5.00742	7.66329	-0.00377919	7.66329	6788.48
4439	5.00953	5.00904	5.00855	7.66329	-0.00377789	7.66329	6788.48
4440	5.01066	5.01017	5.00968	7.6633	-0.00377658	7.6633	6788.47
4441	5.01179	5.0113	5.01081	7.6633	-0.00377528	7.6633	6788.47
4442	5.01292	5.01243	5.01193	7.6633	-0.00377396	7.66331	6788.47
4443	5.01405	5.01356	5.01306	7.66331	-0.00377264	7.66331	6788.46
4444	5.01518	5.01468	5.01419	7.66331	-0.00377132	7.66331	6788.46
4445	5.01631	5.01581	5.01532	7.66332	-0.00376999	7.66332	6788.45
4446	5.01743	5.01694	5.01645	7.66332	-0.00376866	7.66332	6788.45
4447	5.01856	5.01807	5.01758	7.66333	-0.00376732	7.66333	6788.45
4448	5.01969	5.0192	5.01871	7.66333	-0.00376598	7.66333	6788.44
4449	5.02082	5.02033	5.01984	7.66333	-0.00376463	7.66334	6788.44
4450	5.02195	5.02146	5.02097	7.66334	-0.00376328	7.66334	6788.44
4451	5.02308	5.02259	5.02209	7.66334	-0.00376193	7.66334	6788.43
4452	5.02421	5.02371	5.02322	7.66335	-0.00376057	7.66335	6788.43
4453	5.02533	5.02484	5.02435	7.66335	-0.0037592	7.66335	6788.42
4454	5.02646	5.02597	5.02548	7.66336	-0.00375783	7.66336	6788.42
4455	5.02759	5.0271	5.02661	7.66336	-0.00375645	7.66336	6788.42
4456	5.02872	5.02823	5.02774	7.66336	-0.00375507	7.66337	6788.41
4457	5.02985	5.02936	5.02887	7.66337	-0.00375369	7.66337	6788.41
4458	5.03098	5.03049	5.03	7.66337	-0.0037523	7.66337	6788.41
4459	5.0321	5.03162	5.03113	7.66338	-0.0037509	7.66338	6788.4
4460	5.03323	5.03274	5.03225	7.66338	-0.0037495	7.66338	6788.4
4461	5.03436	5.03387	5.03338	7.66339	-0.0037481	7.66339	6788.39
4462	5.03549	5.035	5.03451	7.66339	-0.00374669	7.66339	6788.39
4463	5.03662	5.03613	5.03564	7.66339	-0.00374527	7.66339	6788.39
4464	5.03775	5.03726	5.03677	7.6634	-0.00374386	7.6634	6788.38
4465	5.03888	5.03839	5.0379	7.6634	-0.00374243	7.6634	6788.38
4466	5.04	5.03952	5.03903	7.66341	-0.003741	7.66341	6788.38
4467	5.04113	5.04064	5.04016	7.66341	-0.00373957	7.66341	6788.37
4468	5.04226	5.04177	5.04129	7.66342	-0.00373813	7.66342	6788.37
4469	5.04339	5.0429	5.04241	7.66342	-0.00373669	7.66342	6788.36
4470	5.04452	5.04403	5.04354	7.66342	-0.00373524	7.66342	6788.36
4471	5.04565	5.04516	5.04467	7.66343	-0.00373379	7.66343	6788.36
4472	5.04678	5.04629	5.0458	7.66343	-0.00373233	7.66343	6788.35
4473	5.0479	5.04742	5.04693	7.66344	-0.00373087	7.66344	6788.35
4474	5.04903	5.04855	5.04806	7.66344	-0.00372941	7.66344	6788.35
4475	5.05016	5.04967	5.04919	7.66344	-0.00372793	7.66345	6788.34
4476	5.05129	5.0508	5.05032	7.66345	-0.00372646	7.66345	6788.34
4477	5.05242	5.05193	5.05145	7.66345	-0.00372498	7.66345	6788.33
4478	5.05355	5.05306	5.05257	7.66346	-0.00372349	7.66346	6788.33
4479	5.05468	5.05419	5.0537	7.66346	-0.003722	7.66346	6788.33
4480	5.0558	5.05532	5.05483	7.66347	-0.00372051	7.66347	6788.32
4481	5.05693	5.05645	5.05596	7.66347	-0.00371901	7.66347	6788.32
4482	5.05806	5.05758	5.05709	7.66347	-0.0037175	7.66348	6788.32
4483	5.05919	5.0587	5.05822	7.66348	-0.00371599	7.66348	6788.31
4484	5.06032	5.05983	5.05935	7.66348	-0.00371448	7.66348	6788.31
4485	5.06145	5.06096	5.06048	7.66349	-0.00371296	7.66349	6788.3
4486	5.06257	5.06209	5.06161	7.66349	-0.00371144	7.66349	6788.3
4487	5.0637	5.06322	5.06274	7.6635	-0.00370991	7.6635	6788.3
4488	5.06483	5.06435	5.06386	7.6635	-0.00370838	7.6635	6788.29
4489	5.06596	5.06548	5.06499	7.6635	-0.00370684	7.6635	6788.29
4490	5.06709	5.06661	5.06612	7.66351	-0.0037053	7.66351	6788.29
4491	5.06822	5.06773	5.06725	7.66351	-0.00370375	7.66351	6788.28
4492	5.06935	5.06886	5.06838	7.66352	-0.0037022	7.66352	6788.28
4493	5.07047	5.06999	5.06951	7.66352	-0.00370064	7.66352	6788.27
4494	5.0716	5.07112	5.07064	7.66352	-0.00369908	7.66353	6788.27
4495	5.07273	5.07225	5.07177	7.66353	-0.00369751	7.66353	6788.27
4496	5.07386	5.07338	5.0729	7.66353	-0.00369594	7.66353	6788.26
4497	5.07499	5.07451	5.07402	7.66354	-0.00369437	7.66354	6788.26
4498	5.07612	5.07564	5.07515	7.66354	-0.00369279	7.66354	6788.26
4499	5.07725	5.07676	5.07628	7.66355	-0.0036912	7.66355	6788.25
4500	5.07837	5.07789	5.07741	7.66355	-0.00368961	7.66355	6788.25
4501	5.0795	5.07902	5.07854	7.66355	-0.00368802	7.66355	6788.25
4502	5.08063	5.08015	5.07967	7.66356	-0.00368642	7.66356	6788.24
4503	5.08176	5.08128	5.0808	7.66356	-0.00368482	7.66356	6788.24
4504	5.08289	5.08241	5.08193	7.66357	-0.00368321	7.66357	6788.23
4505	5.08402	5.08354	5.08306	7.66357	-0.0036816	7.66357	6788.23
4506	5.08515	5.08467	5.08419	7.66357	-0.00367998	7.66358	6788.23
4507	5.08627	5.08579	5.08531	7.66358	-0.00367836	7.66358	6788.22
4508	5.0874	5.08692	5.08644	7.66358	-0.00367673	7.66358	6788.22
4509	5.08853	5.08805	5.08757	7.66359	-0.0036751	7.66359	6788.22
4510	5.08966	5.08918	5.0887	7.66359	-0.00367346	7.66359	6788.21
4511	5.09079	5.09031	5.08983	7.6636	-0.00367182	7.6636	6788.21
4512	5.09192	5.09144	5.09096	7.6636	-0.00367017	7.6636	6788.2
4513	5.09305	5.09257	5.09209	7.6636	-0.00366852	7.6636	6788.2
4514	5.09417	5.0937	5.09322	7.66361	-0.00366687	7.66361	6788.2
4515	5.0953	5.09482	5.09435	7.66361	-0.00366521	7.66361	6788.19
4516	5.09643	5.09595	5.09547	7.66362	-0.00366355	7.66362	6788.19
4517	5.09756	5.09708	5.0966	7.66362	-0.00366188	7.66362	6788.19
4518	5.09869	5.09821	5.09773	7.66362	-0.0036602	7.66362	6788.18
4519	5.09982	5.09934	5.09886	7.66363	-0.00365852	7.66363	6788.18
4520	5.10094	5.10047	5.09999	7.66363	-0.00365684	7.66363	6788.18
4521	5.10207	5.1016	5.10112	7.66364	-0.00365515	7.66364	6788.17
4522	5.1032	5.10273	5.10225	7.66364	-0.00365346	7.66364	6788.17
4523	5.10433	5.10385	5.10338	7.66364	-0.00365176	7.66365	6788.16
4524	5.10546	5.10498	5.10451	7.66365	-0.00365006	7.66365	6788.16
4525	5.10659	5.10611	5.10564	7.66365	-0.00364836	7.66365	6788.16
4526	5.10772	5.10724	5.10676	7.66366	-0.00364664	7.66366	6788.15
4527	5.10884	5.10837	5.10789	7.66366	-0.00364493	7.66366	6788.15
4528	5.10997	5.1095	5.10902	7.66367	-0.00364321	7.66367	6788.15
4529	5.1111	5.11063	5.11015	7.66367	-0.00364148	7.66367	6788.14
4530	5.11223	5.11176	5.11128	7.66367	-0.00363975	7.66367	6788.14
4531	5.11336	5.11288	5.11241	7.66368	-0.00363802	7.66368	6788.14
4532	5.11449	5.11401	5.11354	7.66368	-0.00363628	7.66368	6788.13
4533	5.11562	5.11514	5.11467	7.66369	-0.00363454	7.66369	6788.13
4534	5.11674	5.11627	5.1158	7.66369	-0.00363279	7.66369	6788.12
4535	5.11787	5.1174	5.11693	7.66369	-0.00363104	7.66369	6788.12
4536	5.119	5.11853	5.11805	7.6637	-0.00362928	7.6637	6788.12
4537	5.12013	5.11966	5.11918	7.6637	-0.00362752	7.6637	6788.11
4538	5.12126	5.12079	5.12031	7.66371	-0.00362575	7.66371	6788.11
4539	5.12239	5.12191	5.12144	7.66371	-0.00362398	7.66371	6788.11
4540	5.12352	5.12304	5.12257	7.66371	-0.0036222	7.66372	6788.1
4541	5.12464	5.12417	5.1237	7.66372	-0.00362042	7.66372	6788.1
4542	5.12577	5.1253	5.12483	7.66372	-0.00361864	7.66372	6788.1
4543	5.1269	5.12643	5.12596	7.66373	-0.00361685	7.66373	6788.09
4544	5.12803	5.12756	5.12709	7.66373	-0.00361505	7.66373	6788.09
4545	5.12916	5.12869	5.12822	7.66373	-0.00361325	7.66374	6788.08
4546	5.13029	5.12982	5.12934	7.66374	-0.00361145	7.66374	6788.08
4547	5.13142	5.13094	5.13047	7.66374	-0.00360964	7.66374	6788.08
4548	5.13254	5.13207	5.1316	7.66375	-0.00360783	7.66375	6788.07
4549	5.13367	5.1332	5.13273	7.66375	-0.00360601	7.66375	6788.07
4550	5.1348	5.13433	5.13386	7.66376	-0.00360419	7.66376	6788.07
4551	5.13593	5.13546	5.13499	7.66376	-0.00360236	7.66376	6788.06
4552	5.13706	5.13659	5.13612	7.66376	-0.00360053	7.66376	6788.06
4553	5.13819	5.13772	5.13725	7.66377	-0.00359869	7.66377	6788.06
4554	5.13931	5.13885	5.13838	7.66377	-0.00359685	7.66377	6788.05
4555	5.14044	5.13997	5.13951	7.66378	-0.00359501	7.66378	6788.05
4556	5.14157	5.1411	5.14063	7.66378	-0.00359316	7.66378	6788.05
4557	5.1427	5.14223	5.14176	7.66378	-0.00359131	7.66378	6788.04
4558	5.14383	5.14336	5.14289	7.66379	-0.00358945	7.66379	6788.04
4559	5.14496	5.14449	5.14402	7.66379	-0.00358758	7.66379	6788.03
4560	5.14609	5.14562	5.14515	7.6638	-0.00358572	7.6638	6788.03
4561	5.14721	5.14675	5.14628	7.6638	-0.00358384	7.6638	6788.03
4562	5.14834	5.14788	5.14741	7.6638	-0.00358197	7.6638	6788.02
4563	5.14947	5.149	5.14854	7.66381	-0.00358008	7.66381	6788.02
4564	5.1506	5.15013	5.14967	7.66381	-0.0035782	7.66381	6788.02
4565	5.15173	5.15126	5.1508	7.66382	-0.00357631	7.66382	6788.01
4566	5.15286	5.15239	5.15192	7.66382	-0.00357441	7.66382	6788.01
